,source,symbol,bullish_intensity,bearish_intensity,bull_minus_bear,bull_scored_messages,bear_scored_messages,bull_bear_msg_ratio,total_scanned_messages,sid,asof_date,timestamp
193,stocktwits,ANIK,0.17,0,0.17,1,0,0,1,8910,12/14/15 5:00,00:00.0
194,stocktwits,ANIK,2.22,0,2.22,1,0,0,1,8910,12/13/15 5:00,00:00.0
195,stocktwits,ANIK,1.17,1.8,-0.63,3,1,3,16,8910,12/10/15 5:00,00:00.0
196,stocktwits,ANIK,0.51,0.22,0.29,1,1,1,10,8910,12/9/15 5:00,00:00.0
197,stocktwits,ANIK,0,0,0,0,0,0,3,8910,12/8/15 5:00,00:00.0
198,stocktwits,ANIK,0,0.6,-0.6,0,1,0,2,8910,12/1/15 5:00,00:00.0
199,stocktwits,ANIK,0,0,0,0,0,0,1,8910,11/30/15 5:00,00:00.0
200,stocktwits,ANIK,2.34,0,2.34,2,0,0,3,8910,11/29/15 5:00,00:00.0
201,stocktwits,ANIK,0,3.1,-3.1,0,1,0,1,8910,11/20/15 5:00,00:00.0
202,stocktwits,ANIK,0,0,0,0,0,0,1,8910,11/19/15 5:00,00:00.0
203,stocktwits,ANIK,2.44,0,2.44,1,0,0,1,8910,11/16/15 5:00,00:00.0
204,stocktwits,ANIK,0,0,0,0,0,0,2,8910,11/9/15 5:00,00:00.0
205,stocktwits,ANIK,0,1.2,-1.2,0,1,0,1,8910,11/6/15 5:00,00:00.0
206,stocktwits,ANIK,1.7,0,1.7,2,0,0,5,8910,11/5/15 5:00,00:00.0
207,stocktwits,ANIK,1.93,0,1.93,1,0,0,1,8910,11/4/15 5:00,00:00.0
208,stocktwits,ANIK,0.39,0,0.39,2,0,0,7,8910,11/3/15 5:00,00:00.0
209,stocktwits,ANIK,3.03,1.98,1.05,2,1,2,5,8910,11/2/15 5:00,00:00.0
210,stocktwits,ANIK,0,2.53,-2.53,0,1,0,1,8910,11/1/15 4:00,00:00.0
211,stocktwits,ANIK,1.77,0,1.77,2,0,0,7,8910,10/31/15 4:00,00:00.0
212,stocktwits,ANIK,0,2.5,-2.5,0,1,0,5,8910,10/30/15 4:00,00:00.0
213,stocktwits,ANIK,1.41,1.54,-0.13,5,4,1.25,15,8910,10/29/15 4:00,00:00.0
214,stocktwits,ANIK,2.08,2.03,0.05,3,2,1.5,23,8910,10/28/15 4:00,00:00.0
215,stocktwits,ANIK,2.33,0,2.33,1,0,0,2,8910,10/27/15 4:00,00:00.0
216,stocktwits,ANIK,1.72,0,1.72,1,0,0,3,8910,10/26/15 4:00,00:00.0
